0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,,0,0,0,0,0
0,,0,0,0,0,0
0,,0,0,0,0,0
0,,0,0,0,0,0
0,,0,0,0,0,0
0,3.05,93570.31,0.00,3.51,35.67,666.61
0,3.05,93567.61,0.00,3.51,35.66,666.85
0,3.05,93567.63,0.00,3.51,35.67,666.85
0,3.05,93565.58,0.00,3.51,35.66,667.03
0,3.06,93567.76,0.00,3.51,35.66,666.84
0,3.02,93568.13,0.00,3.51,35.66,666.80
0,3.05,93564.88,0.00,3.51,35.66,667.09
0,3.05,93569.19,0.00,3.51,35.64,666.71
0,3.05,93567.16,0.00,3.51,35.64,666.89
0,3.05,93568.02,0.00,3.51,35.65,666.81
